x,y,z,entity_type
184.905477021638,36.2426997004069,0.0,CIRCLE
184.83671938655465,36.29265504642004,0.0,CIRCLE
184.75610339988353,36.35122598917372,0.0,CIRCLE
184.66487730916023,36.41750562374788,0.0,CIRCLE
184.56428936192026,36.49058704522246,0.0,CIRCLE
184.45558780569922,36.56956334867741,0.0,CIRCLE
184.34002088803263,36.65352762919269,0.0,CIRCLE
184.21883685645605,36.74157298184821,0.0,CIRCLE
184.09328395850505,36.83279250172394,0.0,CIRCLE
183.96461044171517,36.9262792838998,0.0,CIRCLE
183.83406455362194,37.021126423455755,0.0,CIRCLE
183.70289454176097,37.116427015471736,0.0,CIRCLE
183.57234865366772,37.21127415502769,0.0,CIRCLE
183.44367513687786,37.304760937203554,0.0,CIRCLE
183.31812223892683,37.39598045707928,0.0,CIRCLE
183.19693820735026,37.4840258097348,0.0,CIRCLE
183.08137128968366,37.56799009025007,0.0,CIRCLE
182.97266973346262,37.64696639370503,0.0,CIRCLE
182.87208178622265,37.72004781517962,0.0,CIRCLE
182.78085569549938,37.78632744975378,0.0,CIRCLE
182.70023970882824,37.84489839250745,0.0,CIRCLE
182.63148207374488,37.89485373852059,0.0,CIRCLE
182.5758310377848,37.935286582873125,0.0,CIRCLE
182.53453484848362,37.96529002064501,0.0,CIRCLE
182.50884175337683,37.983957146916175,0.0,CIRCLE
182.5,37.99038105676658,0.0,CIRCLE
182.5,37.99038105676658,0.0,CIRCLE
182.49001585418952,37.99482628487971,0.0,CIRCLE
182.46100310106962,38.00774359480846,0.0,CIRCLE
182.4143712671077,38.02850542493685,0.0,CIRCLE
182.35152987877112,38.05648421364891,0.0,CIRCLE
182.27388846252725,38.091052399328674,0.0,CIRCLE
182.1828565448434,38.13158242036017,0.0,CIRCLE
182.07984365218698,38.17744671512742,0.0,CIRCLE
181.9662593110253,38.22801772201445,0.0,CIRCLE
181.8435130478258,38.2826678794053,0.0,CIRCLE
181.7130143890558,38.340769625684,0.0,CIRCLE
181.5761728611827,38.40169539923456,0.0,CIRCLE
181.43439799067377,38.464817638441026,0.0,CIRCLE
181.28909930399647,38.52950878168742,0.0,CIRCLE
181.14168632761815,38.595141267357775,0.0,CIRCLE
180.9935685880061,38.66108753383611,0.0,CIRCLE
180.84615561162775,38.726720019506466,0.0,CIRCLE
180.70085692495044,38.79141116275286,0.0,CIRCLE
180.55908205444155,38.85453340195933,0.0,CIRCLE
180.4222405265684,38.91545917550989,0.0,CIRCLE
180.2917418677984,38.97356092178858,0.0,CIRCLE
180.1689956045989,39.02821107917943,0.0,CIRCLE
180.05541126343724,39.07878208606647,0.0,CIRCLE
179.95239837078083,39.12464638083372,0.0,CIRCLE
179.861366453097,39.16517640186521,0.0,CIRCLE
179.7837250368531,39.19974458754498,0.0,CIRCLE
179.7208836485165,39.22772337625704,0.0,CIRCLE
179.67425181455457,39.248485206385425,0.0,CIRCLE
179.64523906143472,39.26140251631417,0.0,CIRCLE
179.63525491562422,39.265847744427305,0.0,CIRCLE
179.63525491562422,39.265847744427305,0.0,CIRCLE
179.62456473246127,39.26812001300405,0.0,CIRCLE
179.59350031785823,39.27472295816236,0.0,CIRCLE
179.54357087414414,39.285335789044325,0.0,CIRCLE
179.47628560364774,39.29963771479208,0.0,CIRCLE
179.393153708698,39.3173079445477,0.0,CIRCLE
179.29568439162384,39.33802568745331,0.0,CIRCLE
179.18538685475409,39.36147015265102,0.0,CIRCLE
179.06377030041764,39.38732054928293,0.0,CIRCLE
178.93234393094343,39.41525608649114,0.0,CIRCLE
178.79261694866028,39.44495597341778,0.0,CIRCLE
178.64609855589717,39.47609941920492,0.0,CIRCLE
178.4942979549829,39.508365632994696,0.0,CIRCLE
178.33872434824644,39.541433823929204,0.0,CIRCLE
178.18088693801664,39.57498320115055,0.0,CIRCLE
178.02229492662238,39.60869297380085,0.0,CIRCLE
177.86445751639258,39.6422423510222,0.0,CIRCLE
177.7088839096561,39.675310541956705,0.0,CIRCLE
177.55708330874185,39.70757675574648,0.0,CIRCLE
177.4105649159787,39.73872020153363,0.0,CIRCLE
177.2708379336956,39.76842008846026,0.0,CIRCLE
177.1394115642214,39.79635562566847,0.0,CIRCLE
177.01779500988494,39.82220602230038,0.0,CIRCLE
176.9074974730152,39.84565048749809,0.0,CIRCLE
176.81002815594098,39.8663682304037,0.0,CIRCLE
176.72689626099128,39.88403846015933,0.0,CIRCLE
176.6596109904949,39.898340385907076,0.0,CIRCLE
176.60968154678076,39.908953216789044,0.0,CIRCLE
176.57861713217778,39.91555616194735,0.0,CIRCLE
176.5679269490148,39.9178284305241,0.0,CIRCLE
176.5679269490148,39.9178284305241,0.0,CIRCLE
176.55699794080076,39.9178284305241,0.0,CIRCLE
176.5252395286964,39.9178284305241,0.0,CIRCLE
176.4741946315084,39.9178284305241,0.0,CIRCLE
176.40540616804347,39.9178284305241,0.0,CIRCLE
176.32041705710833,39.9178284305241,0.0,CIRCLE
176.2207702175096,39.9178284305241,0.0,CIRCLE
176.10800856805406,39.9178284305241,0.0,CIRCLE
175.98367502754832,39.9178284305241,0.0,CIRCLE
175.84931251479907,39.9178284305241,0.0,CIRCLE
175.70646394861305,39.9178284305241,0.0,CIRCLE
175.55667224779694,39.9178284305241,0.0,CIRCLE
175.4014803311574,39.917828430524104,0.0,CIRCLE
175.24243111750113,39.917828430524104,0.0,CIRCLE
175.08106752563484,39.917828430524104,0.0,CIRCLE
174.9189324743652,39.917828430524104,0.0,CIRCLE
174.75756888249887,39.917828430524104,0.0,CIRCLE
174.5985196688426,39.917828430524104,0.0,CIRCLE
174.44332775220306,39.917828430524104,0.0,CIRCLE
174.29353605138695,39.9178284305241,0.0,CIRCLE
174.15068748520093,39.9178284305241,0.0,CIRCLE
174.01632497245168,39.917828430524104,0.0,CIRCLE
173.89199143194594,39.917828430524104,0.0,CIRCLE
173.77922978249038,39.917828430524104,0.0,CIRCLE
173.67958294289167,39.917828430524104,0.0,CIRCLE
173.5945938319565,39.917828430524104,0.0,CIRCLE
173.52580536849158,39.917828430524104,0.0,CIRCLE
173.47476047130363,39.917828430524104,0.0,CIRCLE
173.44300205919924,39.917828430524104,0.0,CIRCLE
173.4320730509852,39.917828430524104,0.0,CIRCLE
173.4320730509852,39.917828430524104,0.0,CIRCLE
173.42138286782225,39.91555616194736,0.0,CIRCLE
173.3903184532192,39.90895321678905,0.0,CIRCLE
173.34038900950512,39.89834038590708,0.0,CIRCLE
173.27310373900872,39.88403846015933,0.0,CIRCLE
173.189971844059,39.86636823040371,0.0,CIRCLE
173.09250252698482,39.8456504874981,0.0,CIRCLE
172.98220499011506,39.822206022300385,0.0,CIRCLE
172.86058843577862,39.796355625668475,0.0,CIRCLE
172.7291620663044,39.76842008846027,0.0,CIRCLE
172.58943508402126,39.73872020153363,0.0,CIRCLE
172.44291669125815,39.70757675574649,0.0,CIRCLE
172.29111609034388,39.675310541956705,0.0,CIRCLE
